"Palay and Corn: Volume of Production in Metric Tons by Ecosystem/Croptype, by Quarter, by Semester, by Region and by Province, 1987-2025"

"Ecosystem/Croptype","Geolocation","1987 Annual","1988 Annual","1989 Annual","1990 Annual","1991 Annual","1992 Annual","1993 Annual","1994 Annual","1995 Annual","1996 Annual","1997 Annual","1998 Annual","1999 Annual","2000 Annual","2001 Annual","2002 Annual","2003 Annual","2004 Annual","2005 Annual","2006 Annual","2007 Annual","2008 Annual","2009 Annual","2010 Annual","2011 Annual","2012 Annual","2013 Annual","2014 Annual","2015 Annual","2016 Annual","2017 Annual","2018 Annual","2019 Annual","2020 Annual","2021 Annual","2022 Annual","2023 Annual","2024 Annual","2025 Annual"
"Irrigated Palay","....Leyte",171958.00,181387.00,173977.00,155561.00,169122.00,164089.00,189884.00,136408.00,161008.00,157015.00,160531.00,140126.00,195336.00,202741.00,222771.00,252817.00,282361.00,296858.00,327624.00,339292.00,413039.00,431226.00,372881.00,363440.00,371612.00,367956.00,349196.00,347760.00,347963.00,339089.00,346354.00,350240.10,347539.44,344454.94,341691.59,338280.93,346865.42,350335.55,..
"Irrigated Palay","....Northern Samar",424.00,3036.00,1595.00,2213.00,3537.00,5129.00,6779.00,7295.00,7387.00,6774.00,7170.00,6465.00,7759.00,7474.00,8718.00,9509.00,10010.00,10766.00,11406.00,11791.00,11643.00,14670.00,12854.00,15726.00,15109.00,14459.00,15484.00,15740.00,15714.00,15231.00,15269.00,10324.00,10730.07,14004.25,8348.00,7979.81,7845.76,7576.00,..
"Irrigated Palay","....Samar",2330.00,6513.00,4533.00,4903.00,3458.00,4154.00,4455.00,6886.00,7117.00,7579.00,8568.00,6524.00,8442.00,8371.00,8625.00,9458.00,9724.00,9923.00,10109.00,10784.00,13731.00,16284.00,16956.00,15841.00,17232.00,17372.00,17457.00,17035.00,15733.00,17215.00,16793.00,15980.00,16589.70,20160.00,20305.76,20213.05,20249.53,19863.76,..
"Irrigated Palay","....Southern Leyte",22415.00,23910.00,29219.00,22920.00,23920.00,29240.00,33620.00,35700.00,38566.00,40442.00,43151.00,35395.00,42560.00,41563.00,51949.00,51063.00,54450.00,60368.00,71191.00,73225.00,75266.00,87782.00,91120.00,88995.00,82279.00,86286.00,86220.00,84168.00,84614.00,84036.00,70571.00,82406.00,76472.00,77578.00,73845.00,58026.65,57623.70,55604.00,..
"Irrigated Palay","..REGION IX (ZAMBOANGA PENINSULA)",185638.00,215427.00,239630.00,214969.00,220676.00,183869.00,200568.00,207844.00,216090.00,226258.00,245808.00,162479.00,214030.00,301727.00,286682.00,337206.00,344432.00,351281.00,370716.00,345306.00,360246.00,374836.00,383143.00,376603.00,408745.00,401351.00,409538.00,424100.00,424822.00,381776.40,453535.00,445996.63,441594.28,402830.39,429675.98,419127.60,459441.01,446807.19,..
"Irrigated Palay","....Zamboanga del Norte",21879.00,17000.00,39269.00,27814.00,32196.00,19552.00,22871.00,33772.00,35942.00,36460.00,43867.00,40129.00,31376.00,42061.00,40342.00,48498.00,43170.00,45246.00,47490.00,43871.00,43480.00,56264.00,47545.00,43912.00,47416.00,51560.00,58929.00,57792.00,62661.00,41363.00,57092.00,67710.46,57836.32,56354.88,67747.04,62406.30,58944.39,59779.68,..
"Irrigated Palay","....Zamboanga del Sur",155081.00,184417.00,182477.00,167104.00,164623.00,146488.00,157684.00,156132.00,161435.00,169670.00,184910.00,110097.00,162782.00,238184.00,225508.00,191310.00,203220.00,206191.00,212738.00,187005.00,210230.00,221677.00,233362.00,246307.00,268150.00,253588.00,252834.00,268786.00,260713.00,246145.53,290905.00,269314.67,279045.89,241648.50,275949.29,269566.37,307773.75,305413.91,..
"Irrigated Palay","....Zamboanga Sibugay",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78746.00,81861.00,82626.00,90669.00,95029.00,86169.00,77237.00,81266.00,68328.00,73536.00,75629.00,78042.00,77708.00,79562.00,73421.87,86146.00,86695.93,84476.60,82492.27,85979.65,87154.92,92722.88,81613.60,..
"Irrigated Palay","....Zamboanga City",8678.00,14010.00,17884.00,20051.00,23857.00,17829.00,20013.00,17940.00,18713.00,20128.00,17031.00,12253.00,19872.00,21482.00,20832.00,18652.00,16181.00,17218.00,19819.00,19401.00,20367.00,19658.00,20970.00,18056.00,19643.00,20574.00,19733.00,19814.00,21886.00,20846.00,19392.00,22275.58,20235.48,22334.74,0.00,0.00,0.00,0.00,..
"Irrigated Palay","..REGION X (NORTHERN MINDANAO)",248808.00,274578.00,348829.00,334596.00,361810.00,323947.00,395310.00,442746.00,469336.00,406003.00,372170.00,393855.00,437503.00,461795.00,484747.00,484535.00,454270.00,427595.00,428301.00,429776.00,466022.00,507939.00,531605.00,535695.00,551111.00,574426.00,609684.00,643114.00,655526.00,647705.00,672082.90,685437.49,686013.16,696721.67,709195.27,720915.04,724585.07,704441.20,..
"Irrigated Palay","....Bukidnon",140861.00,160428.00,224198.00,226382.00,223121.00,205991.00,255845.00,271123.00,268974.00,220054.00,192592.00,205808.00,248477.00,251896.00,236100.00,247243.00,223532.00,212550.00,223908.00,232441.00,253230.00,279399.00,307235.00,311594.00,322019.00,340441.00,364490.00,386817.00,396354.00,389385.00,410606.00,420906.85,419246.00,426455.89,440963.53,448171.20,450130.58,441062.33,..
"Irrigated Palay","....Camiguin",2641.00,2667.00,2181.00,2031.00,2007.00,654.00,1580.00,2332.00,2651.00,1966.00,2278.00,1785.00,2496.00,2128.00,1813.00,1523.00,1683.00,1723.00,1571.00,1939.00,2066.00,2276.00,2269.00,2219.00,2365.00,2461.00,2528.00,2571.00,2620.00,2157.00,1986.00,2338.60,2037.97,2133.16,2085.60,2168.09,2423.54,2058.87,..
"Irrigated Palay","....Lanao del Norte",58237.00,58734.00,64363.00,56178.00,77337.00,69144.00,93038.00,104465.00,126468.00,108971.00,111473.00,125493.00,112709.00,130901.00,167454.00,164205.00,158846.00,135488.00,124294.00,112941.00,125176.00,132039.00,125543.00,124794.00,130085.00,134335.00,142944.00,148184.00,151226.00,157336.85,158999.90,159314.54,162110.19,166450.79,165534.80,171424.30,173776.65,165847.89,..
"Irrigated Palay","....Misamis Occidental",26866.00,29945.00,31171.00,26756.00,30471.00,27840.00,25683.00,46533.00,53629.00,56192.00,48697.00,45804.00,53177.00,58723.00,60051.00,50389.00,50297.00,56204.00,56867.00,59260.00,60625.00,68191.00,70139.00,72268.00,71576.00,72270.00,75477.00,81443.00,81779.00,78603.00,77226.00,79106.50,78801.00,78785.78,80715.00,78170.61,75959.00,74497.00,..
"Irrigated Palay","....Misamis Oriental",20203.00,22804.00,26916.00,23249.00,28874.00,20318.00,19164.00,18293.00,17614.00,18820.00,17130.00,14965.00,20644.00,18147.00,19329.00,21175.00,19912.00,21630.00,21661.00,23195.00,24925.00,26034.00,26419.00,24820.00,25066.00,24919.00,24245.00,24099.00,23547.00,20223.15,23265.00,23771.00,23818.00,22896.05,19896.34,20980.84,22295.30,20975.11,..
"Irrigated Palay","..REGION XI (DAVAO REGION)",306734.00,328254.00,340305.00,413015.00,392893.00,276976.00,291487.00,345901.00,343141.00,339153.00,330057.00,318064.00,341438.00,352902.00,362967.00,396574.00,407394.00,431080.00,432854.00,428145.00,387140.00,378087.00,386390.00,367215.00,378753.00,405435.00,377302.00,406793.00,409053.00,385528.00,393250.00,443088.65,407499.03,422317.03,438198.36,442945.89,456074.05,458328.97,..
"Irrigated Palay","....Davao de Oro (Compostela Valley)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88971.00,93388.00,100934.00,98454.00,93436.00,82480.00,76435.00,80951.00,90791.00,83796.00,85184.00,78883.00,93475.00,84735.00,90961.00,84305.00,103839.60,98893.08,104694.19,117055.00,113967.00,120524.00,116108.00,..
"Irrigated Palay","....Davao del Norte",157462.00,164790.00,158492.00,228286.00,212119.00,149361.00,159397.00,193474.00,192036.00,185249.00,178828.00,175487.00,174945.00,180950.00,190790.00,120299.00,131727.00,142164.00,140728.00,128407.00,109675.00,114659.00,117883.00,104274.00,108480.00,125155.00,112049.00,113764.00,118745.00,103823.00,116086.00,120566.48,118135.00,120853.00,123466.72,126989.72,131075.46,128795.41,..
"Irrigated Palay","....Davao del Sur",114930.00,119103.00,135069.00,119472.00,121397.00,81025.00,88018.00,103563.00,99314.00,97668.00,95226.00,91473.00,102295.00,104979.00,107343.00,115894.00,112162.00,117754.00,121198.00,138754.00,132193.00,125870.00,126192.00,112655.00,124568.00,134967.00,125478.00,136431.00,135441.00,120210.00,125656.00,147415.57,118567.08,123675.71,134591.41,138972.65,141493.50,150012.05,..
"Irrigated Palay","....Davao Occidental",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1252.09,1444.52,1822.13,1862.88,1891.06,2037.55,..
"Irrigated Palay","....Davao Oriental",23184.00,27898.00,27214.00,49668.00,45499.00,32826.00,29811.00,34017.00,39632.00,43010.00,39773.00,38471.00,44038.00,47844.00,47407.00,50321.00,50140.00,51156.00,55533.00,54084.00,54160.00,53215.00,51311.00,49942.00,52360.00,49854.00,49533.00,52069.00,59633.00,59460.00,56177.00,59942.00,60315.23,60782.76,61263.11,61153.64,61090.03,61375.96,..
"Irrigated Palay","....City of Davao",11158.00,16463.00,19530.00,15589.00,13878.00,13764.00,14261.00,14847.00,12159.00,13226.00,16230.00,12633.00,20160.00,19129.00,17427.00,21089.00,19977.00,19072.00,16941.00,13464.00,8632.00,7908.00,10053.00,9553.00,9549.00,10275.00,11359.00,11054.00,10499.00,11074.00,11026.00,11325.00,10336.55,10866.85,0.00,0.00,0.00,0.00,..
"Irrigated Palay","..REGION XII (SOCCSKSARGEN)",498587.00,526074.00,516843.00,391986.00,417650.00,411844.00,479743.00,516365.00,592595.00,744778.00,727393.00,598128.00,788453.00,889938.00,920532.00,911394.00,889816.00,938798.00,927057.00,958805.00,992386.00,998390.00,996995.00,985124.00,1017609.00,1028961.00,1101859.00,1115486.00,1069446.00,1003147.00,1101570.00,1122010.00,1008192.84,1059750.87,1067621.09,1043271.44,1048249.17,1006093.14,..
"Irrigated Palay","....Cotabato (North Cotabato)",204872.00,213763.00,206003.00,149936.00,201006.00,138561.00,183299.00,191181.00,214828.00,251779.00,250521.00,215527.00,291504.00,320335.00,332663.00,337246.00,319087.00,324694.00,320254.00,330247.00,353100.00,367733.00,371340.00,357187.00,367939.00,375602.00,413326.00,418669.00,377350.00,348735.00,402130.00,419615.00,385328.00,425231.00,403385.00,417282.00,398842.00,386514.00,..
"Irrigated Palay","....Sarangani",0.00,0.00,0.00,0.00,0.00,0.00,0.00,12832.00,19410.00,22462.00,21889.00,21647.00,22796.00,26294.00,25978.00,29048.00,34048.00,31790.00,29877.00,30420.00,32143.00,34051.00,34016.00,30176.00,34840.00,33616.00,37838.00,36964.00,34364.00,31733.00,33049.00,31660.00,31772.00,32576.89,34471.85,33344.44,33792.97,30927.14,..
"Irrigated Palay","....South Cotabato",131287.00,149334.00,158881.00,108846.00,113836.00,133980.00,146570.00,118781.00,144577.00,218875.00,225304.00,180015.00,240942.00,261012.00,237649.00,231676.00,220760.00,247619.00,247138.00,239831.00,255700.00,263047.00,259985.00,255755.00,268258.00,265021.00,279787.00,292688.00,292233.00,265219.00,306390.00,302318.00,267260.00,262462.00,266624.00,255029.00,262509.00,254589.00,..
"Irrigated Palay","....Sultan Kudarat",162428.00,162977.00,151959.00,133204.00,102808.00,139303.00,149874.00,193571.00,213780.00,251662.00,229679.00,180939.00,233211.00,282297.00,324242.00,313424.00,315921.00,334695.00,329788.00,358307.00,351443.00,333559.00,331654.00,342006.00,346572.00,354722.00,370908.00,367165.00,365499.00,357460.00,360001.00,368417.00,323832.84,339480.98,363140.24,337616.00,353105.20,334063.00,..
"Irrigated Palay","..REGION XIII (CARAGA)",100857.00,122606.00,123031.00,139718.00,185543.00,120674.00,157160.00,163712.00,231380.00,216943.00,195995.00,191276.00,202870.00,221454.00,237439.00,238430.00,250296.00,260801.00,287736.00,298384.00,326401.00,312206.00,291256.00,282251.00,281702.00,297474.70,353868.00,355957.00,308837.00,311108.00,306385.00,334428.20,289993.99,334642.00,297026.14,312384.92,340057.59,357912.95,..
"Irrigated Palay","....Agusan del Norte",15935.00,23455.00,14004.00,34744.00,60723.00,23090.00,37255.00,44586.00,71583.00,62827.00,53125.00,33750.00,36787.00,39886.00,55097.00,56377.00,54258.00,62889.00,60985.00,64699.00,68532.00,65044.00,56741.00,52830.00,56148.00,59682.70,76453.00,79300.00,61438.00,72762.00,66210.00,66036.00,65756.00,62796.68,56894.00,64808.16,69718.10,70421.55,..
"Irrigated Palay","....Agusan del Sur",20523.00,24578.00,28066.00,33000.00,22084.00,20390.00,32903.00,46672.00,63157.00,63168.00,57028.00,74231.00,74654.00,87428.00,89690.00,87470.00,90540.00,98001.00,113268.00,109211.00,124126.00,128133.00,112699.00,109804.00,110651.00,126499.00,147264.00,145525.00,124672.00,123306.00,132396.00,143730.85,111011.10,150335.00,136558.65,143687.30,162493.78,166765.40,..
"Irrigated Palay","....Dinagat Islands",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1833.00,6437.00,5100.00,4373.00,4930.00,4698.00,4366.00,4244.00,4954.00,5500.00,4003.30,4582.00,4208.35,4535.89,3921.71,4244.00,..
"Irrigated Palay","....Surigao del Norte",34410.00,45898.00,53744.00,44965.00,66042.00,46691.00,51631.00,34940.00,53040.00,45273.00,48507.00,40271.00,53461.00,48583.00,51560.00,50553.00,53035.00,51308.00,52174.00,58248.00,57899.00,54314.00,56550.00,44270.00,48084.00,50053.00,52581.00,48714.00,44671.00,38972.00,38674.00,45525.15,48938.00,50304.75,44624.45,42193.28,47394.00,48087.00,..
"Irrigated Palay","....Surigao del Sur",29989.00,28675.00,27217.00,27009.00,36694.00,30503.00,35371.00,37514.00,43600.00,45675.00,37335.00,43024.00,37968.00,45557.00,41092.00,44030.00,52463.00,48603.00,61309.00,66226.00,75844.00,64715.00,63433.00,68910.00,61719.00,56867.00,72640.00,77720.00,73690.00,71824.00,64151.00,73636.20,60285.59,66623.57,54740.69,57160.29,56530.00,68395.00,..
"Irrigated Palay","..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)",65848.00,100229.00,96012.00,77055.00,55247.00,55509.00,63751.00,115457.00,105318.00,104699.00,99415.00,71343.00,125118.00,132072.00,168256.00,182131.00,160013.00,208933.00,256507.00,242090.00,296043.00,250400.00,193966.00,203331.00,216608.00,168256.00,201911.00,187071.00,153237.00,134403.40,119244.00,158140.20,175871.58,190638.30,202008.34,226471.59,288622.64,300554.91,..
"Irrigated Palay","....Basilan",3680.00,2849.00,2688.00,4164.00,5010.00,3356.00,2158.00,1831.00,1286.00,1896.00,1568.00,585.00,1303.00,1341.00,1292.00,1286.00,1102.00,1424.00,1861.00,1832.00,1648.00,2535.00,2184.00,3020.00,2797.00,3146.00,4789.00,3397.00,2360.00,2002.40,1446.00,1739.20,945.50,220.18,426.00,661.41,584.00,595.00,..
"Irrigated Palay","....Lanao del Sur",6360.00,17050.00,9241.00,9315.00,9104.00,8080.00,9873.00,17057.00,34222.00,28492.00,31453.00,31922.00,35180.00,35906.00,66099.00,57474.00,63110.00,50569.00,58132.00,66684.00,73432.00,67285.00,67854.00,59864.00,52399.00,54190.00,58784.00,67191.00,37028.00,33282.00,48763.00,48117.00,52848.00,63837.90,63796.50,65290.30,65435.77,65607.91,..
"Irrigated Palay","....Maguindanao",55808.00,80330.00,84083.00,63576.00,41133.00,44073.00,51720.00,96569.00,69810.00,74311.00,66394.00,38836.00,88635.00,94825.00,100865.00,123371.00,95801.00,156940.00,196514.00,173574.00,220963.00,180580.00,123640.00,140292.00,161187.00,110620.00,138043.00,116483.00,113549.00,98919.00,68735.00,107874.00,121658.08,126500.22,137707.85,160519.88,186856.60,186355.01,..
"Irrigated Palay","....Sulu",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,288.00,155.00,225.00,300.00,295.00,0.00,300.00,200.00,300.00,410.00,420.00,80.00,78.00,0.00,0.00,0.00,..
"Irrigated Palay","....Tawi-tawi",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..
"Rainfed Palay","..CORDILLERA ADMINISTRATIVE REGION (CAR)",17639.00,29260.00,20445.00,17989.00,13557.00,11307.00,11629.00,15955.00,14319.00,13885.00,13981.00,11705.00,15674.00,31501.00,29112.00,28030.00,28641.00,33685.00,34036.00,36250.00,73063.00,72874.00,68815.00,65072.00,64292.00,67503.00,65499.00,62877.00,55064.00,48354.00,55448.00,41819.62,54948.22,60028.93,59955.09,49505.29,45049.58,47223.56,..
"Rainfed Palay","....Abra",6928.00,14893.00,10086.00,9587.00,8083.00,6426.00,8350.00,9710.00,7673.00,7821.00,7853.00,6843.00,10461.00,8473.00,8856.00,8350.00,9298.00,9632.00,10019.00,10354.00,25896.00,26943.00,25626.00,25955.00,27055.00,27114.00,24805.00,23137.00,19396.00,20827.00,21358.00,19175.00,25201.69,27323.60,30335.39,21584.00,20733.03,20027.00,..
"Rainfed Palay","....Apayao",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1202.00,1445.00,1231.00,1062.00,722.00,701.00,15157.00,12526.00,12504.00,10707.00,14991.00,15258.00,16551.00,35013.00,32587.00,30632.00,28974.00,27265.00,29571.00,29152.00,28233.00,25249.00,17689.00,22143.00,13408.00,17814.18,21131.22,18392.64,16521.75,13984.81,17779.64,..
"Rainfed Palay","....Benguet",82.00,310.00,19.00,9.00,18.00,0.00,18.00,1355.00,1412.00,1370.00,945.00,598.00,838.00,1419.00,1237.00,1262.00,1140.00,1320.00,1384.00,1412.00,2091.00,2030.00,1851.00,1937.00,1752.00,2136.00,2196.00,2154.00,2239.00,2557.00,2460.00,2328.00,2370.00,2729.00,2806.00,2665.00,2401.00,2154.30,..
"Rainfed Palay","....Ifugao",747.00,476.00,181.00,158.00,124.00,165.00,172.00,533.00,670.00,647.00,795.00,988.00,1330.00,1344.00,1429.00,1350.00,1393.00,1476.00,1047.00,1404.00,2454.00,1868.00,1852.00,1868.00,1701.00,1805.00,1813.00,1813.00,1811.00,1764.00,1796.00,1693.00,1939.35,1971.52,1923.44,2486.03,2438.13,1702.70,..
"Rainfed Palay","....Kalinga",5349.00,9599.00,6321.00,4149.00,1746.00,1115.00,874.00,1400.00,1062.00,726.00,964.00,226.00,190.00,2856.00,2718.00,1908.00,3652.00,4060.00,4122.00,4334.00,5226.00,6693.00,6437.00,4655.00,4875.00,4893.00,5396.00,5316.00,4631.00,4219.00,5443.00,3135.60,5185.00,4660.44,4671.70,4378.50,3547.97,3628.00,..
"Rainfed Palay","....Mountain Province",4533.00,3982.00,3838.00,4086.00,3586.00,3601.00,2215.00,1755.00,2057.00,2090.00,2362.00,2328.00,2154.00,2252.00,2346.00,2656.00,2451.00,2206.00,2206.00,2195.00,2383.00,2753.00,2417.00,1683.00,1644.00,1984.00,2137.00,2224.00,1738.00,1298.00,2248.00,2080.02,2438.00,2213.15,1825.92,1870.02,1944.64,1931.92,..
"Rainfed Palay","..REGION I (ILOCOS REGION)",221396.00,362222.00,346723.00,370678.00,380392.00,371103.00,358457.00,382207.00,348200.00,333419.00,342713.00,256307.00,278042.00,355027.00,358349.00,367694.00,395462.00,383260.00,400009.00,551405.00,564272.00,578002.00,422651.00,450080.00,458566.00,492040.00,480020.00,490765.00,486546.00,499933.00,511848.00,464810.00,501553.37,517550.00,522602.00,560297.52,568938.52,563761.38,..
"Rainfed Palay","....Ilocos Norte",7487.00,29770.00,23884.00,24956.00,26194.00,19165.00,25360.00,31622.00,27750.00,15513.00,18396.00,13096.00,9359.00,32604.00,32734.00,33757.00,34688.00,34322.00,33556.00,49644.00,48647.00,50792.00,39894.00,50129.00,49605.00,51641.00,50338.00,47380.00,46638.00,47596.00,50273.00,45185.00,49824.00,52129.00,51127.00,44063.50,48786.32,49053.00,..
"Rainfed Palay","....Ilocos Sur",15545.00,42000.00,34237.00,43716.00,39918.00,30347.00,42305.00,65894.00,64013.00,72682.00,66528.00,61168.00,71230.00,79817.00,71626.00,73064.00,73051.00,68095.00,76178.00,90066.00,88622.00,93566.00,78867.00,81176.00,84213.00,88261.00,83784.00,80714.00,83555.00,83668.00,87066.00,72073.00,88181.37,83605.00,83173.00,82525.00,83328.76,82021.00,..
"Rainfed Palay","....La Union",18711.00,32675.00,26821.00,28100.00,26219.00,29285.00,34502.00,39621.00,41445.00,31800.00,36836.00,37669.00,36179.00,42126.00,45852.00,44155.00,44617.00,45007.00,47343.00,51964.00,53377.00,61179.00,42706.00,53139.00,55511.00,56733.00,58988.00,64067.00,60664.00,60185.00,66075.00,56006.00,61409.00,61299.00,55143.00,60577.02,61686.42,60505.38,..
"Rainfed Palay","....Pangasinan",179653.00,257777.00,261781.00,273906.00,288061.00,292306.00,256290.00,245070.00,214992.00,213424.00,220953.00,144374.00,161274.00,200480.00,208137.00,216718.00,243106.00,235836.00,242932.00,359731.00,373626.00,372465.00,261184.00,265636.00,269237.00,295405.00,286910.00,298604.00,295689.00,308484.00,308434.00,291546.00,302139.00,320517.00,333159.00,373132.00,375137.02,372182.00,..
"Rainfed Palay","..REGION II (CAGAYAN VALLEY)",107131.00,103656.00,109946.00,87801.00,76953.00,58852.00,39936.00,139238.00,95092.00,134359.00,112070.00,27734.00,154813.00,166933.00,172321.00,142292.00,118501.00,170088.00,93892.00,185090.00,198791.00,208216.00,234487.00,112637.00,220465.00,248196.87,197978.90,204637.02,186473.94,150914.94,227946.51,220064.42,182543.66,196138.78,229291.95,238364.88,274202.35,268127.68,..
"Rainfed Palay","....Batanes",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.87,8.90,77.02,69.94,11.94,73.51,70.42,74.57,84.00,20.31,61.42,80.27,51.50,..
"Rainfed Palay","....Cagayan",65427.00,66302.00,46579.00,37544.00,33295.00,26684.00,18826.00,77180.00,59054.00,76335.00,66421.00,23759.00,92727.00,103698.00,101204.00,84425.00,89327.00,128983.00,71187.00,135615.00,142408.00,136840.00,147824.00,68250.00,138956.00,148452.00,103366.00,127925.00,115930.00,87684.00,149280.00,142373.00,111274.87,131982.00,154241.00,159495.28,182460.50,174978.00,..
